f,fieldStation,type,easting,northing,notes,strike,dip,assocTrend,assocPlunge,assocRake,trend,plunge,featureType,foliationType,otherStructure,otherStructureType,hingeTrend,hingePlunge,axialPlaneStrike,axialPlaneDip,sampleName,sampleOrientationNote,imageID,imageID2,imageID3,imageID4,imageID5,imageID6,imageID7,imageID8,imageID9,imageID10
410,Ame18fieldstation-234,Point,120.0337188,-21.18337769,"Banded and folded gneiss_ folds are horizontal hinges and verge to the northwest.

0.05
0.03
0.06
0.04",24,27,,,,,,,,,,,,,,,,15284457960027.jpg,15284451494705.jpg,15284450966262.jpg,15284450626187.jpg,15284449882877.jpg,,,,,
435,Ame18fieldstation-247,Point,120.1321373,-20.9757485,"Coppin’s gap granodiorite. Fine grained to medium grained gneiss. 

0.00
0.14
0.23
0.24",2,72,,,,,,,,,,,,,,,,15287670011581.jpg,,,,,,,,,
445,Ame18fieldstation-252,Point,120.052909,-21.01743363,,176,64,,,,,,vein,,,,,,,,,,15287781876592.jpg,,,,,,,,,
446,Ame18fieldstation-252,Point,120.052909,-21.01743363,,338,80,,,,,,,,,,,,,,,,15287781876592.jpg,,,,,,,,,
448,Ame18fieldstation-253,Point,120.0468968,-21.04111856,A large 10 m across pavement. Slightly banded gneiss.,186,62,,,,,,,,,,,,,,,,15287835301234.jpg,,,,,,,,,
456,Ame18fieldstation-258,Point,120.1399487,-21.18463422,"Medium to coarse grained granitoid. Occasiol large feldspar phenocrysts.

1.01
1.11
0.93
0.79",164,78,,,,,,,,,,,,,,,,15288684799287.jpg,15288679657952.jpg,,,,,,,,
467,Ame18fieldstation-264,Point,120.1216,-21.13730434,100 x 10 m boulder pavement. Banded gneiss with coarse grain size. Some migmatization and or pegmatites. More mafic_ but still granitic/dioritic dikes cut roughly perpendicular to the gneissic fabric.,266,90,,,,,,intrusive,,,,,,,,,,15289367566627.jpg,15289362144948.jpg,15289362025172.jpg,15289361948640.jpg,,,,,,
471,Ame18fieldstation-265,Point,120.1194197,-21.13296213,Boulder field. Right next to GSWA geochron blast site. Medium grained banded gneiss. Across the outcrops_ the foliation weakened dramatically. By Rosses sample_ 50 m to the north_ there is barely a fabric at all,294,84,,,,,,foliation,gneissic_folia,,,,,,,,,15289390348560.jpg,15289389762041.jpg,,,,,,,,
474,Ame18fieldstation-267,Point,120.1006738,-21.12707133,Medium grained foliated granite.,355,83,,,,,,foliation,mineral_alignm,,,,,,,,,15289454817435.jpg,,,,,,,,,
476,Ame18fieldstation-268,Point,120.0875586,-21.12545509,Granite pavement next to the quartz range. Medium grained weakly foliated granite. Foliation is hard to pick out may be multiple.,5,73,,,,,,,,,,,,,,,,15289469558728.jpg,,,,,,,,,
481,Ame18fieldstation-272,Point,119.9920134,-21.26642379,"Fine grained granitoid with euhedral  amphiboles. In contact with a more strongly deformed medium to coarse grained granitoid. See pic. 

3.24
3.76
4.77
3.11",231,68,,,,,,foliation,mineral_alignm,,,,,,,,,15291203217028.jpg,15291202251964.jpg,15291202178153.jpg,15291202067936.jpg,,,,,,
489,Ame18fieldstation-276,Point,120.0112563,-21.2230263,Coarse grained granitic gneiss. Strongly foliated. Cut by a foliation parallel dike_ and all are displaced along a rrow shear zone.,325,90,,,,,,shear_zone,,,,,,,,,,15291319695639.jpg,15291314240108.jpg,15291309563919.jpg,,,,,,,
490,Ame18fieldstation-276,Point,120.0112563,-21.2230263,Coarse grained granitic gneiss. Strongly foliated. Cut by a foliation parallel dike_ and all are displaced along a rrow shear zone.,26,68,,,,,,intrusive,,,,,,,,,,15291319695639.jpg,15291314240108.jpg,15291309563919.jpg,,,,,,,
492,Ame18fieldstation-277,Point,120.0203671,-21.21040812,Wall of foliated granite right next to a fortescue aged dike. Sampled as far from the dike as possible_ about 15 m. Two superimposed foliation. One_ defined by mafic bands_ is shallowly dipping. The other_ defined by felsic bands_ is vertical.,200,85,,,,,,foliation,gneissic_folia,,,,,,,,,15291336622813.jpg,15291332092040.jpg,,,,,,,,
494,Ame18fieldstation-278,Point,120.0220582,-21.19694417,"Swirly gneiss. 


0.02
0.03
0.02
0.02",224,73,,,,,,foliation,gneissic_folia,,,,,,,,,15291360177287.jpg,,,,,,,,,
502,Ame18fieldstation-284,Point,119.8452015,-21.24435855,"Foliated granitoid. 

1.41
1.59
1.44
1.00",293,80,,,,,,foliation,mineral_alignm,,,,,,,,,15292181757564.jpg,,,,,,,,,
514,Ame18fieldstation-292,Point,120.1808867,-21.0844536,"Pavement with a contact between massive pegmatite intrusions and banded gneiss

0.04
0.01
0.07
0.05",137,85,,,,,,foliation,mineral_alignm,,,,,,,,,15293017139404.jpg,15293017072700.jpg,,,,,,,,
530,Ame18fieldstation-304,Point,120.2255987,-21.25630268,"Amphibole granite with thick aplite cutting the outcrop. Coarse grained amphiboles. 

1.10
0.29
0.18
0.08",65,25,,,,,,intrusive,,,,,,,,,,15294772765282.jpg,15294771480009.jpg,15294771000710.jpg,,,,,,,
532,Ame18fieldstation-306,Point,119.944086,-21.35132,We camped here. A 20 m cliff outcrop of Interbedded metabasalt and felsic metavolcanic. Fabric of the two are aligned.,99,88,275,66,114,,,foliation,schistosity,,,,,,,,,15297128521388.jpg,,,,,,,,,
533,Ame18fieldstation-307,Point,119.944714,-21.350884,Again_ interbedded metamorphic rocks. Here_ the chlorite schist is 1 m thick_ rather than small 10 cm beds. The quartzofeldspathic schist is lamited at 1 cm scale.,119,71,263,60,114,,,foliation,schistosity,,,,,,,,,15297148361399.jpg,,,,,,,,,
536,Ame18fieldstation-308,Point,119.944957,-21.350845,Large pavement outcrop of mostly quartzofeldspathic schist_ with some 5 to 10 cm chlorite schist interbedded. In one area of the outcrop_ large (0.5 cm) porphyroclasts of magnetite_ amphibole_ and or garnet are present.,298,84,314,69,70,,,foliation,schistosity,,,,,,,,,15297151717221.jpg,15297151777167.jpg,15297176861071.jpg,,,,,,,
537,Ame18fieldstation-308,Point,119.944957,-21.350845,Large pavement outcrop of mostly quartzofeldspathic schist_ with some 5 to 10 cm chlorite schist interbedded. In one area of the outcrop_ large (0.5 cm) porphyroclasts of magnetite_ amphibole_ and or garnet are present.,299,87,,,69,,,foliation,schistosity,,,,,,,,,15297151717221.jpg,15297151777167.jpg,15297176861071.jpg,,,,,,,
538,Ame18fieldstation-309,Point,119.94556,-21.350981,,109,82,273,63,116,,,foliation,schistosity,,,,,,,,,15297222027493.jpg,,,,,,,,,
541,Ame18fieldstation-311,Point,119.945723,-21.350641,Mafic amphibolite. More massively lamited.,92,79,248,65,113,,,foliation,mineral_alignm,,,,,,,,,15297234625838.jpg,,,,,,,,,
543,Ame18fieldstation-313,Point,119.945829,-21.350513,,118,84,275,75,104,,,foliation,gneissic_folia,,,,,,,,,15297242066615.jpg,,,,,,,,,
545,Ame18fieldstation-315,Point,119.94589,-21.350348,Crenulated chlorite schist and quartzofeldspathic schist. Sampled chlorite schist.,126,77,248,75,98,,,foliation,phyllitic_cleavage,,,,,,,,,15297251755120.jpg,,,,,,,,,
547,Ame18fieldstation-317,Point,119.946215,-21.349885,,101,78,250,68,109,,,foliation,schistosity,,,,,,,,,15297256402736.jpg,,,,,,,,,
548,Ame18fieldstation-318,Point,119.94621,-21.349568,,105,80,257,69,108,,,foliation,schistosity,,,,,,,,,15297260045877.jpg,,,,,,,,,
550,Ame18fieldstation-319,Point,119.94636,-21.349413,Pod of granitic gneiss l tectonite,110,84,269,74,105,,,foliation,schistosity,,,,,,,,,15297271292273.jpg,,,,,,,,,
551,Ame18fieldstation-320,Point,119.946352,-21.34997,,116,81,274,67,111,,,foliation,schistosity,,,,,,,,,15297296845565.jpg,,,,,,,,,
552,Ame18fieldstation-321,Point,119.946855,-21.349528,,134,83,201,82,87,,,foliation,schistosity,,,,,,,,,15297302409687.jpg,,,,,,,,,
553,Ame18fieldstation-321,Point,119.946855,-21.349528,,306,89,119,82,98,,,foliation,schistosity,,,,,,,,,15297302409687.jpg,,,,,,,,,
555,Ame18fieldstation-322,Point,119.947031,-21.349216,Prolomylonite metabasalt. Feldspars show assymetry,126,85,293,69,110,,,foliation,mineral_alignm,,,,,,,,,,,,,,,,,,
556,Ame18fieldstation-322,Point,119.947031,-21.349216,Prolomylonite metabasalt. Feldspars show assymetry,290,89,293,70,70,,,foliation,mineral_alignm,,,,,,,,,,,,,,,,,,
558,Ame18fieldstation-324,Point,119.948208,-21.348676,Mixed zone of granitic and metaseds. Granitic are parallel to bedding.,117,83,276,71,108,,,foliation,schistosity,,,,,,,,,15297329655633.jpg,,,,,,,,,
561,Ame18fieldstation-327,Point,119.952969,-21.352875,,117,84,260,80,98,,,foliation,schistosity,,,,,,,,,,,,,,,,,,
565,Ame18fieldstation-330,Point,119.95298,-21.353583,,130,78,268,72,103,,,foliation,schistosity,,,,,,,,,,,,,,,,,,
567,Ame18fieldstation-332,Point,119.944751,-21.349677,Folded fractures in metabasalt with foliation parallel to axial plane. Foliation has a strong stretching lineation defined by smeared biotite.,105,88,271,82,98,,,foliation,cleavage,fold,synform,276,14,,,,,15298001985340.jpg,15298001985340.jpg,15298001985340.jpg,15298001985340.jpg,15298007352175.jpg,15298007498394.jpg,15298007931359.jpg,,,
574,Ame18fieldstation-333,Point,119.944772,-21.349635,Felsic unit on west limb of outcrop fold.,118,82,281,65,114,,,foliation,gneissic_folia,,,,,,,,,15298025035988.jpg,15298027560348.jpg,,,,,,,,
575,Ame18fieldstation-333,Point,119.944772,-21.349635,Felsic unit on west limb of outcrop fold.,110,74,238,70,102,,,foliation,schistosity,,,,,,,,,15298025035988.jpg,15298027560348.jpg,,,,,,,,
581,Ame18fieldstation-339,Point,119.944084,-21.348576,Interbedded units_ all strongly foliated.,105,86,270,74,105,,,foliation,schistosity,,,,,,,,,15298054040302.jpg,,,,,,,,,
583,Ame18fieldstation-340,Point,119.943294,-21.348068,Flexural shearing showing dextral motion. Quartzofeldspathic schist is foliated at a higher angle to bedding than chlorite schist. Boundary between them has garnets. Sampled garnets.,125,76,271,66,110,,,bedding,,,,,,,,,,15298078479855.jpg,15298086704761.jpg,,,,,,,,
584,Ame18fieldstation-340,Point,119.943294,-21.348068,Flexural shearing showing dextral motion. Quartzofeldspathic schist is foliated at a higher angle to bedding than chlorite schist. Boundary between them has garnets. Sampled garnets.,105,80,262,66,112,,,foliation,schistosity,,,,,,,,,15298078479855.jpg,15298086704761.jpg,,,,,,,,
585,Ame18fieldstation-340,Point,119.943294,-21.348068,Flexural shearing showing dextral motion. Quartzofeldspathic schist is foliated at a higher angle to bedding than chlorite schist. Boundary between them has garnets. Sampled garnets.,128,82,,,,,,foliation,schistosity,,,,,,,,,15298078479855.jpg,15298086704761.jpg,,,,,,,,
586,Ame18fieldstation-341,Point,119.943574,-21.347905,,119,87,,,,,,foliation,cleavage,,,,,,,,,15298092540694.jpg,,,,,,,,,
587,Ame18fieldstation-341,Point,119.943574,-21.347905,,98,87,269,72,108,,,foliation,,,,,,,,,,15298092540694.jpg,,,,,,,,,
588,Ame18fieldstation-341,Point,119.943574,-21.347905,,116,84,280,69,110,,,bedding,,,,,,,,,,15298092540694.jpg,,,,,,,,,
589,Ame18fieldstation-342,Point,119.94193,-21.347462,,112,84,277,67,112,,,foliation,schistosity,,,,,,,,,15298099969396.jpg,,,,,,,,,
590,Ame18fieldstation-342,Point,119.94193,-21.347462,,121,89,296,78,102,,,foliation,schistosity,,,,,,,,,15298099969396.jpg,,,,,,,,,
591,Ame18fieldstation-343,Point,119.940884,-21.346368,On top of hill where we were expecting the hinge to be. Bedding still trends NW SE,126,82,,,,,,foliation,schistosity,,,,,,,,,,,,,,,,,,
592,Ame18fieldstation-343,Point,119.940884,-21.346368,On top of hill where we were expecting the hinge to be. Bedding still trends NW SE,125,83,,,,,,foliation,schistosity,,,,,,,,,,,,,,,,,,
593,Ame18fieldstation-344,Point,119.937267,-21.343132,Granitoid foliated and interleaved with duffer formation.,127,80,262,76,100,,,foliation,gneissic_folia,,,,,,,,,,,,,,,,,,
596,Ame18fieldstation-346,Point,119.937017,-21.34183,Large outcrop of a Marcus rich granitic gneiss.,124,73,,,102,,,foliation,gneissic_folia,,,,,,,,,15298163456396.jpg,,,,,,,,,
599,Ame18fieldstation-348,Point,119.93636,-21.339794,Banded gneiss. Aplite dikes are sheared to suggest sinistral shearing.,132,75,261,71,102,,,foliation,gneissic_folia,,,,,,,,,15298178746607.jpg,15298179007970.jpg,,,,,,,,
601,Ame18fieldstation-349,Point,119.931531,-21.341088,,117,68,239,65,103,,,foliation,gneissic_folia,,,,,,,,,,,,,,,,,,
602,Ame18fieldstation-350,Point,119.931034,-21.341718,L >S tectonite.,119,84,283,69,110,,,foliation,schistosity,,,,,,,,,15298204764592.jpg,,,,,,,,,
603,Ame18fieldstation-351,Point,119.932117,-21.341456,L tectonite mafic amphibolite.,126,70,263,62,110,,,foliation,mineral_alignm,,,,,,,,,15298213088427.jpg,,,,,,,,,
604,Ame18fieldstation-352,Point,119.933047,-21.341623,Stripes paragneiss with long smeared biotite. Quite mafic.,107,76,243,70,104,,,foliation,gneissic_folia,,,,,,,,,15298217876748.jpg,,,,,,,,,
605,Ame18fieldstation-353,Point,119.933447,-21.341731,,108,68,232,64,104,,,foliation,gneissic_folia,,,,,,,,,15298221147542.jpg,,,,,,,,,
606,Ame18fieldstation-354,Point,119.9342,-21.341977,Paragneiss with a little less stripe yes’s.,104,72,237,66,106,,,foliation,gneissic_folia,,,,,,,,,15298223941603.jpg,,,,,,,,,
607,Ame18fieldstation-355,Point,119.935239,-21.342189,,84,74,225,65,109,,,foliation,gneissic_folia,,,,,,,,,15298227538467.jpg,,,,,,,,,
609,Ame18fieldstation-357,Point,119.936194,-21.343003,,84,83,190,83,92,,,foliation,schistosity,,,,,,,,,15298237123070.jpg,,,,,,,,,
610,Ame18fieldstation-358,Point,119.937053,-21.343568,Very finely lamited quartzofeldspathic schist.,121,73,231,72,96,,,foliation,schistosity,,,,,,,,,15298239347848.jpg,,,,,,,,,
612,Ame18fieldstation-359,Point,119.937386,-21.344005,Euhadral magnetite! Chlorite schist with zones of intense crenulation.,92,61,184,61,91,,,foliation,schistosity,,,,,,,,,15298248832025.jpg,,,,,,,,,
613,Ame18fieldstation-360,Point,119.939091,-21.344557,,113,80,267,68,110,,,foliation,mineral_alignm,,,,,,,,,15298257189150.jpg,,,,,,,,,
614,Ame18fieldstation-361,Point,119.940356,-21.345484,L tectonite amphibolite gneiss,113,81,237,79,96,,,foliation,gneissic_folia,,,,,,,,,15298266588038.jpg,,,,,,,,,
615,Ame18fieldstation-362,Point,119.942153,-21.346571,Small bed of paragneiss within metabasalt. 1 m wide.,118,70,235,68,100,,,foliation,gneissic_folia,,,,,,,,,15298271771809.jpg,,,,,,,,,
617,Ame18fieldstation-364,Point,119.961243,-21.362215,Poorly foliated metabasalt_ fine grained and perhaps chlorite bearing.,149,85,189,82,84,,,foliation,schistosity,,,,,,,,,15298882797285.jpg,,,,,,,,,
618,Ame18fieldstation-365,Point,119.96157,-21.362106,Mafic amphibolite_ fine to medium grained. Strongly foliated with a foliation parallel cleavage that makes the rock break into flat spears. L tectonite? Hard to tell because everything is so mafic. Also possible SC fabric_ showing dextral motion. Bedding v foliation?,141,74,213,73,85,,,foliation,schistosity,,,,,,,,,15298887105048.jpg,15298888477968.jpg,,,,,,,,
620,Ame18fieldstation-366,Point,119.961553,-21.361915,Fine grained amphibolite with a highly plane foliation. Lamited at the 1 - 2 cm scale.,145,75,206,73,82,,,foliation,schistosity,,,,,,,,,15298895315992.jpg,,,,,,,,,
625,Ame18fieldstation-371,Point,119.961744,-21.361648,Modules of amphibolite metabasalt_ with zones of curved schist layers separating them.,154,83,,,,,,foliation,schistosity,,,,,,,,,15298913049116.jpg,,,,,,,,,
626,Ame18fieldstation-371,Point,119.961744,-21.361648,Modules of amphibolite metabasalt_ with zones of curved schist layers separating them.,150,69,268,66,101,,,foliation,schistosity,,,,,,,,,15298913049116.jpg,,,,,,,,,
627,Ame18fieldstation-372,Point,119.961791,-21.361609,4 m wide zone of strongly foliated_ partially carbonitized basalt. Zones of kink bands_ all showing sinistral motion.,172,73,,,,,,foliation,crenulation_cl,fold,s_fold,247,63,,,,,15298928085702.jpg,,,,,,,,,
628,Ame18fieldstation-372,Point,119.961791,-21.361609,4 m wide zone of strongly foliated_ partially carbonitized basalt. Zones of kink bands_ all showing sinistral motion.,177,65,,,,,,,,fold,s_fold,215,56,,,,,15298928085702.jpg,,,,,,,,,
629,Ame18fieldstation-372,Point,119.961791,-21.361609,4 m wide zone of strongly foliated_ partially carbonitized basalt. Zones of kink bands_ all showing sinistral motion.,178,75,,,,,,foliation,crenulation_cl,fold,s_fold,200,63,,,,,15298928085702.jpg,,,,,,,,,
630,Ame18fieldstation-372,Point,119.961791,-21.361609,4 m wide zone of strongly foliated_ partially carbonitized basalt. Zones of kink bands_ all showing sinistral motion.,182,76,,,,,,foliation,crenulation_cl,fold,s_fold,252,62,,,,,15298928085702.jpg,,,,,,,,,
638,Ame18fieldstation-376,Point,119.961657,-21.360434,Coherent strong fabric_ ridge forming unit.,147,77,246,77,92,,,foliation,schistosity,,,,,,,,,15298966437080.jpg,,,,,,,,,
647,Ame18fieldstation-381,Point,119.96279,-21.361219,Garnets!,156,75,296,67,107,,,foliation,gneissic_folia,,,,,,,,,15299058737314.jpg,,,,,,,,,
671,Ame18fieldstation-400,Point,119.941404,-21.356533,,180,77,,,98,,,bedding,,,,,,,,,,,,,,,,,,,
673,Ame18fieldstation-402,Point,119.941384,-21.356596,Short limb of dextral fold.,201,72,285,72,88,,,bedding,,,,,,,,,,15300668696212.jpg,,,,,,,,,
674,Ame18fieldstation-403,Point,119.941425,-21.356722,Short limb of dextral folding.,37,80,,,55,,,bedding,,,,,,,,,,15300673175221.jpg,15300681485112.jpg,,,,,,,,
676,Ame18fieldstation-404,Point,119.94152,-21.356734,Long limb.,254,87,274,81,82,,,bedding,,,,,,,,,,,,,,,,,,,
677,Ame18fieldstation-405,Point,119.94155,-21.356737,Hinge,352,90,352,79,79,,,bedding,,,,,,,,,,,,,,,,,,,
678,Ame18fieldstation-406,Point,119.941507,-21.356761,,240,78,,,,,,foliation,crenulation_cl,,,,,,,,,,,,,,,,,,
679,Ame18fieldstation-408,Point,119.941489,-21.356814,,244,76,,,,,,foliation,crenulation_cl,,,,,,,,,,,,,,,,,,
680,Ame18fieldstation-409,Point,119.941485,-21.356872,,194,84,,,,,,foliation,crenulation_cl,,,,,,,,,,,,,,,,,,
681,Ame18fieldstation-410,Point,119.942277,-21.356894,,242,83,,,,,,foliation,crenulation_cl,,,,,,,,,,,,,,,,,,
683,Ame18fieldstation-412,Point,119.937829,-21.355579,,23,78,,,,,,foliation,crenulation_cl,,,,,,,,,15300841228600.jpg,,,,,,,,,
684,Ame18fieldstation-413,Point,119.938911,-21.355658,,119,87,290,71,109,,,bedding,,,,,,,,,,,,,,,,,,,
685,Ame18fieldstation-415,Point,119.938916,-21.355656,,118,87,286,76,104,,,bedding,,,,,,,,,,,,,,,,,,,
686,Ame18fieldstation-416,Point,119.938928,-21.355652,,113,88,,,101,,,bedding,,,,,,,,,,,,,,,,,,,
687,Ame18fieldstation-417,Point,119.938936,-21.355658,,118,86,287,70,110,,,bedding,,,,,,,,,,,,,,,,,,,
691,Ame18fieldstation-421,Point,119.939237,-21.355716,,298,87,316,81,81,,,bedding,,,,,,,,,,,,,,,,,,,
692,Ame18fieldstation-424,Point,119.939253,-21.355706,,307,75,355,70,77,,,bedding,,,,,,,,,,,,,,,,,,,
693,Ame18fieldstation-425,Point,119.939252,-21.355705,Fault that offsets chert member by at least 1.5 m. Interbedded chert and schist bends to further indicate sinistral movement. Slick engines present.,246,84,248,18,18,,,fault,,,,,,,,,,15301491212922.jpg,15301491362396.jpg,15301491632867.jpg,,,,,,,
696,Ame18fieldstation-426,Point,119.939228,-21.35572,,114,87,279,79,101,,,bedding,,,,,,,,,,,,,,,,,,,
697,Ame18fieldstation-427,Point,119.939341,-21.355746,,300,85,326,79,80,,,bedding,,,,,,,,,,,,,,,,,,,
699,Ame18fieldstation-429,Point,119.939363,-21.3558,,295,88,300,68,68,,,bedding,,,,,,,,,,,,,,,,,,,
700,Ame18fieldstation-430,Point,119.939447,-21.355795,,114,88,282,81,99,,,bedding,,,,,,,,,,,,,,,,,,,
701,Ame18fieldstation-431,Point,119.939491,-21.355812,,125,86,291,74,106,,,bedding,,,,,,,,,,15301513672088.jpg,,,,,,,,,
702,Ame18fieldstation-432,Point,119.939571,-21.355855,,176,86,326,82,97,,,bedding,,,,,,,,,,,,,,,,,,,
703,Ame18fieldstation-433,Point,119.939744,-21.355937,,266,84,289,75,76,,,bedding,,,,,,,,,,,,,,,,,,,
704,Ame18fieldstation-434,Point,119.939805,-21.355959,,142,85,304,74,105,,,bedding,,,,,,,,,,,,,,,,,,,
707,Ame18fieldstation-437,Point,119.939851,-21.356177,,225,88,11,86,93,,,bedding,,,,,,,,,,15301549176751.jpg,,,,,,,,,
708,Ame18fieldstation-438,Point,119.9398406,-21.35619153,,234,90,54,88,92,,,bedding,,,,,,,,,,,,,,,,,,,
713,Ame18fieldstation-443,Point,119.939813,-21.356202,,14,84,,,84,,,bedding,,,,,,,,,,,,,,,,,,,
714,Ame18fieldstation-445,Point,119.939476,-21.356273,,278,74,324,68,75,,,bedding,,,,,,,,,,15301571448299.jpg,,,,,,,,,
715,Ame18fieldstation-446,Point,119.939415,-21.356273,,125,87,,,90,,,bedding,,,,,,,,,,,,,,,,,,,
722,Ame18fieldstation-450,Point,119.939444,-21.356353,,322,82,360,77,80,,,bedding,,,,,,,,,,,,,,,,,,,
724,Ame18fieldstation-452,Point,119.939492,-21.356433,,323,79,5,74,78,,,bedding,,,,,,,,,,,,,,,,,,,
726,Ame18fieldstation-454,Point,119.939625,-21.356441,Not Stripey chert. Lamited cherts with bedding parallel fractures every 2xq10 cm,324,84,357,79,81,,,bedding,,,,,,,,,,,,,,,,,,,
727,Ame18fieldstation-455,Point,119.939648,-21.356465,,287,80,332,76,80,,,bedding,,,,,,,,,,,,,,,,,,,
728,Ame18fieldstation-456,Point,119.939745,-21.356382,Small scale sinistral fold on a large fold.,250,73,347,73,92,,,bedding,,,,,,,,,,15301669958835.jpg,15301670590361.jpg,,,,,,,,
729,Ame18fieldstation-456,Point,119.939745,-21.356382,Small scale sinistral fold on a large fold.,310,83,334,73,75,,,bedding,,,,,,,,,,15301669958835.jpg,15301670590361.jpg,,,,,,,,
730,Ame18fieldstation-456,Point,119.939745,-21.356382,Small scale sinistral fold on a large fold.,201,82,230,74,76,,,bedding,,,,,,,,,,15301669958835.jpg,15301670590361.jpg,,,,,,,,
731,Ame18fieldstation-457,Point,119.939792,-21.356329,,48,86,,,92,,,bedding,,,,,,,,,,,,,,,,,,,
732,Ame18fieldstation-458,Point,119.939787,-21.356314,,249,82,33,76,101,,,bedding,,,,,,,,,,,,,,,,,,,
735,Ame18fieldstation-460,Point,119.939989,-21.356219,,272,88,78,82,98,,,bedding,,,,,,,,,,,,,,,,,,,
737,Ame18fieldstation-461,Point,119.940011,-21.356188,,10,80,89,80,88,,,bedding,,,,,,,,,,,,,,,,,,,
738,Ame18fieldstation-462,Point,119.940032,-21.356159,,46,90,46,72,72,,,bedding,,,,,,,,,,,,,,,,,,,
739,Ame18fieldstation-463,Point,119.9400243,-21.35614923,,129,88,303,71,109,,,bedding,,,,,,,,,,,,,,,,,,,
740,Ame18fieldstation-464,Point,119.940001,-21.356143,,320,85,339,75,76,,,bedding,,,,,,,,,,,,,,,,,,,
741,Ame18fieldstation-465,Point,119.939991,-21.356136,,200,84,335,82,96,,,bedding,,,,,,,,,,,,,,,,,,,
746,Ame18fieldstation-469,Point,119.940087,-21.355792,Foliation is crenulated.,271,86,293,79,80,,,foliation,,,,,,,,,,15302356410153.jpg,,,,,,,,,
747,Ame18fieldstation-469,Point,119.940087,-21.355792,Foliation is crenulated.,47,80,,,,,,foliation,crenulation_cl,,,,,,,,,15302356410153.jpg,,,,,,,,,
748,Ame18fieldstation-470,Point,119.9386444,-21.35533218,Bedding in a large scale fold.,149,87,317,76,104,,,bedding,,,,,,,,,,,,,,,,,,,
749,Ame18fieldstation-471,Point,119.937034,-21.354381,,323,86,345,79,80,,,bedding,,,,,,,,,,15302398346585.jpg,15302398647722.jpg,,,,,,,,
751,Ame18fieldstation-472,Point,119.93722,-21.354578,,165,86,323,79,100,,,bedding,,,,,,,,,,,,,,,,,,,
752,Ame18fieldstation-473,Point,119.937275,-21.354827,,160,90,340,85,95,,,bedding,,,,,,,,,,15302405328497.jpg,,,,,,,,,
753,Ame18fieldstation-473,Point,119.937275,-21.354827,,7,86,,,,,,foliation,cleavage,,,,,,,,,15302405328497.jpg,,,,,,,,,
754,Ame18fieldstation-474,Point,119.937527,-21.355097,This bed is in stratigraphiccontinuity with the previous measurements_ lower in the section,350,82,,,84,,,bedding,,,,,,,,,,,,,,,,,,,
755,Ame18fieldstation-475,Point,119.937585,-21.35518,Small scale slightly dextral fold.,32,88,,,,,,foliation,crenulation_cl,fold,z_fold,45,85,66,83,,,15302416817260.jpg,,,,,,,,,
758,Ame18fieldstation-477,Point,119.937789,-21.355393,,15,89,,,,,,foliation,cleavage,,,,,,,,,,,,,,,,,,
759,Ame18fieldstation-478,Point,119.937922,-21.355381,Well developed crenulation cleavage.,197,89,,,,,,foliation,crenulation_cl,,,,,,,,,15302428974355.jpg,15302429138912.jpg,,,,,,,,
760,Ame18fieldstation-478,Point,119.937922,-21.355381,Well developed crenulation cleavage.,276,85,344,85,88,,,bedding,,,,,,,,,,15302428974355.jpg,15302429138912.jpg,,,,,,,,
762,Ame18fieldstation-480,Point,119.938196,-21.355445,Symmetrical crenulations in small scale symmetric folds.,20,82,,,,,,foliation,crenulation_cl,,,,,,,,,15302440426209.jpg,,,,,,,,,
763,Ame18fieldstation-480,Point,119.938196,-21.355445,Symmetrical crenulations in small scale symmetric folds.,104,88,266,84,96,,,bedding,,,,,,,,,,15302440426209.jpg,,,,,,,,,
764,Ame18fieldstation-481,Point,119.937832,-21.355618,Finely interbedded chert and qf schist.,31,74,,,,,,foliation,crenulation_cl,,,,,,,,,15302448606332.jpg,15302449446050.jpg,,,,,,,,
765,Ame18fieldstation-481,Point,119.937832,-21.355618,Finely interbedded chert and qf schist.,83,78,,,,,,bedding,,,,,,,,,,15302448606332.jpg,15302449446050.jpg,,,,,,,,
766,Ame18fieldstation-482,Point,119.937354,-21.355165,The lumpadump layer! Deformed chert. The quartz grains may show sinistral shear sense within the bed itself. Ssdd,158,80,248,80,90,,,bedding,,,,,,,,,,,,,,,,,,,
767,Ame18fieldstation-483,Point,119.936945,-21.355447,Cherts schists,349,84,,,86,,,bedding,,,,,,,,,,15302487447124.jpg,,,,,,,,,
768,Ame18fieldstation-483,Point,119.936945,-21.355447,Cherts schists,54,88,,,,,,foliation,crenulation_cl,,,,,,,,,15302487447124.jpg,,,,,,,,,
769,Ame18fieldstation-484,Point,119.93696,-21.355643,,10,85,111,85,91,,,bedding,,,,,,,,,,15302489992394.jpg,15302491222981.jpg,,,,,,,,
770,Ame18fieldstation-484,Point,119.93696,-21.355643,,281,83,,,,,,foliation,crenulation_cl,,,,,,,,,15302489992394.jpg,15302491222981.jpg,,,,,,,,
771,Ame18fieldstation-485,Point,119.9369609,-21.35584976,,346,89,354,83,83,,,bedding,,,,,,,,,,,,,,,,,,,
775,Ame18fieldstation-489,Point,119.939062,-21.356128,Schist chlorite,10,76,84,75,86,,,bedding,,,,,,,,,,,,,,,,,,,
776,Ame18fieldstation-489,Point,119.939062,-21.356128,Schist chlorite,273,87,,,,,,foliation,crenulation_cl,,,,,,,,,,,,,,,,,,
